coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,key,value,key...7,value...8,key...9,value...10
,14,Nadin1979,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),"Zum Glück habe ich keine persönliche Erfahrung damit. Hoffentlich bleibt es dabei. Ich würde mir sehr wünschen, das auch alle anderen Menschen keinen Terror erleben !!!!!",,,,,,,2017-08-30T11:37:28Z,NULL,,,,NULL,NULL,NULL,NULL
,113,Molly-HX,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Naja, alles Maßnahmen, wo wir wissen ,dass sie nötig sind, aber nichts wirklich Neues.",,,,,,,2017-09-03T09:14:12Z,NULL,,,,NULL,NULL,NULL,NULL
,2,anonym9,Welche Inhalte hat der 9-Punkte-Plan? (14),"Man kann dem 9- Punkte- Plan definitiv zustimmen. Wobei mir aber Punkt 8 doch ein wenig zu suspekt und unklar gehalten ist; denn so lange die Direktiven des Verfassungsschutz nicht vernünftig abgesteckt sind, wird die Kommunikation auf dieser Ebene nicht funktionieren. Der Verfassungschutz hat meiner Ansicht nach zu viele Schlupflöcher.",,,,,,,2017-08-31T09:58:16Z,NULL,,,,+1|retort,"[""Lilly""]",NULL,NULL
,73,Snoopy,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Korrekt. Hauptsächlich um abtrünnige Wähler von der AFD/Themen zurückzuholen.,,,,,,,2017-08-31T14:56:22Z,50,"Im Ansatz sicherlich richtig und notwendig. Bleibt abzuwaren, wie und ob das allesumgesetzt werden kann und wird. Vieles davon wird nach den Wahlen eh wieder in der Versenkung verschwinden. Das ganze Theater halte ich für einen Teil des Wahlkampfes",,,NULL,NULL,-1|retort,"[""Annzlodi""]"
,6,MackieMesser,Welche Punkte würden Sie ergänzen? (48),"Hallo Herr Bartsch Ihr Vorschlag hört sich ja erst einmal ganz gut und begrüßenswert an, wie darf ich mir denn Ihren ""sozialen Aufbruch"" so vorstellen...?!?",,,,,,,2017-08-30T11:27:05Z,2,Wir brauchen eine friedliche Außenpolitik + einen sozialen Aufbruch,,,+1|retort,"[""bernies""]",NULL,NULL
,29,coco27,Was denken Sie: Wie lässt sich Terror stoppen? (70),"Jeder sollte seine Meinung haben und diese auch aussprechen dürfen, aber den anderen für seine Meinung nicht verurteilen. Respekt und Toleranz spielen da eine große Rolle. Religionen sollten auch nicht dafür genutzt werden, Menschen zu verhetzen, um anderen Menschen wiederum Schmerz und Leid zuzufügen.",,,,,,,2017-08-31T12:47:09Z,NULL,,,,+1|retort,"[""candy76""]",NULL,NULL
,50,Bea,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Im Ansatz sicherlich richtig und notwendig. Bleibt abzuwaren, wie und ob das allesumgesetzt werden kann und wird. Vieles davon wird nach den Wahlen eh wieder in der Versenkung verschwinden. Das ganze Theater halte ich für einen Teil des Wahlkampfes",,,,,,,2017-08-31T08:23:17Z,NULL,,,,+1|retort,"[""Snoopy"", ""Annzlodi""]",NULL,NULL
,15,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Wenn er so umgesetzt wird ein guter Anfang,,,,,,,2017-08-30T10:09:36Z,NULL,,,,+1|retort,"[""Annzlodi"", ""Chipsie""]",-1|retort,"[""MissAH""]"
,101,tiki,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"es wird wie immer von oben nach unten delegiert. schöne pläne, die praxis sieht anders aus. und wie wqill man damit die stündlichen anschläge verhindern, denn darauf müssen wir uns einstellen. im moment läuft es alles erst an, aber der hammer kommt noch. von daher, politiker sind weltfremd, der normale bürger rüstet schon selber auf, weil jeder weiß, verläßt du dich auf den quatsch den die sich da oben in ihrem elfenbeinturm ausdenken, der sowieso nie funktioniert, dann bist du verlassen. nicht umsonst kaufen sich die leute waffen und rüsten selber in punkto sicherheit auf. die politiker sind weltfremd. und das betrift die gesamte bandbreite. frau merkel un co fahren keine öffentlichen verkehrsmittel, kaufen nicht selber im supermarkt ein, stehen nicht bei behörden und tafeln an, müssen nicht um einen kindergartenplatz und die ganzen bürokratischen hürden kämpfen und müssen auch nicht mit ca. 400 euro leben - sie würde auch komplett versagen. sie lebt in ihrer schönen scheinwelt. hier draußen weht ein anderer wind. ein attentäter klaut ein auto und legt los, von einer minute zur anderen, welcher polizist oder geheimdienst kann das verhindern. und es sind viel zu viele. wohin soll die polizei denn zuerst rennen . ich würd ja sagen, auch wegrennen im notfall für das miese gehalt. planen kann man viel, letztendelich funktioniert dann nur improvisation und genauso burtal wie die attentäter zu sein oder besser.",,,,,,,2017-09-01T22:01:51Z,NULL,,,,NULL,NULL,NULL,NULL
,26,poisenangel,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),@ Winnetou: Ich denke da wird nicht viel passieren. Alles Show von den Politikern :),,,,,,,2017-09-02T16:07:23Z,NULL,,,,NULL,NULL,NULL,NULL
,8,mmb,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),"Es kann einen heutzutage immer und überall treffen. Beispiele gibt es ja mehr als genug. Sich davon verunsichern zu lassen, genau das ist doch das Ziel der Terroristen. Ich lehne es ab, mit dieser Angst Tag für Tag leben zu müssen. Bin bis jetzt davon verschont geblieben und hoffe, dass es auch so bleibt. Der Staat ist gefordert, die Bevölkerung vor diesem Terror zu schützen. Der 9-Punkte kann nur ein Anfang sein, es müssen auch Taten folgen",,,,,,,2017-08-29T18:14:07Z,NULL,,,,+1|retort,"[""candy76""]",NULL,NULL
,24,mmb,Was denken Sie: Wie lässt sich Terror stoppen? (70),"Solange sich die sogenannten Großmächte dieser Welt in alles einmischen, was sie nichts angeht, wird der Terror weitergehen!!!",,,,,,,2017-08-30T18:47:35Z,NULL,,,,NULL,NULL,NULL,NULL
,26,lulu,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),es macht mich traurig und wütend das Menschen sich sowas gegenseitig antuhen habe bislang nur ausentstehend mit dem Terror zu tun gehabt,,,,,,,2017-08-31T09:26:31Z,NULL,,,,+1|retort,"[""lisa5953""]",NULL,NULL
,27,MutterAlthaus,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),IIch hoffe wirklich das es durch diesen Plan zumindest in kleinen Schritten gelingt diese Sinnlosigkeit des Terrors abzuwehren und wieder sicherer zu machen.,,,,,,,2017-08-30T14:21:07Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,11,Turbienchen,Was denken Sie: Wie lässt sich Terror stoppen? (70),Meiner Meinung nach kann das Problem hauptsächlich nur an der Wurzel bekämpft werden - sprich in den Ländern in denen der Terror entsteht und von da aus in die Welt getragen wird. Dort muss man verstärkt anpacken - Aufklärung leisten - Hilfen anbieten. Sind die Typen erstmal radikalisiert gibt's nimmer viel zurück...,,,,,,,2017-08-30T09:59:04Z,NULL,,,,+1|retort,"[""coco27"", ""candy76""]",NULL,NULL
,28,Ketzerlehrling,Was denken Sie: Wie lässt sich Terror stoppen? (70),"Man kann den Terror nicht abstellen, dazu müsste man erst die Ideologie, die sich Islam nennt, abschaffen. Modernisieren bzw. reformieren lässt sich dieser Irrsinn nicht, es wird auch nicht gewollt. Wirksame Maßnahmen werden nicht ergriffen, Aufnahmestopp, all diess ind weder Flüchtlinge noch haben sie ein Anrecht auf Asyl. Niemand braucht diese Menschen, vor allem nicht ihr archaisches, überaus lächerliches Gehabe. Es ist längst überfällig, die Glacéhandschuhe abzustreifen.",,,,,,,2017-08-31T10:13:07Z,NULL,,,,NULL,NULL,NULL,NULL
,63,AnjaSn,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Die Idee an sich finde ich gut.Allerdings sollten die einzelnen Punkte noch genauer ausgeführt werden,und der ganze Plan sollte noch um einige Punkte ergänzt werden.Ich befürchte aber,dass dieser Plan so gar nicht umgesetzt werden wird und das nur wieder Gerede ist um die Bevölkerung etwas zu beruhigen.Ich möchte nicht Worte hören,sondern Taten sehen.Versprechen kann man vieles.Was zählt ist aber die Umsetzung.",,,,,,,2017-08-31T13:05:09Z,NULL,,,,+1|retort,"[""BirgitK"", ""Annzlodi""]",NULL,NULL
,90,Rigobert,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"bisher ja, aber sollte an es ändern?",,,,,,,2017-09-01T10:28:21Z,2,Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz.,,,NULL,NULL,NULL,NULL
,15,callalina,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),"Der 9-Punkte Plan wäre nicht schlecht... er müsste nur umgesetzt werden. Klar, man braucht erst einen Plan bevor man handelt, doch wird hier in Deutschland zu lange diskutiert wie man vorgeht, Handlung erfolgt zu spät.",,,,,,,2017-08-31T11:00:11Z,NULL,,,,+1|retort,"[""kelch""]",NULL,NULL
,48,rhoven,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Ich halte den Plan für einen moderaten Fortschritt und der Sicherheitslage für angemessen.,,,,,,,2017-08-31T08:21:15Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,8,den27,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (26),es liest sich schön allerdings ist das Ergebnis eher beschämend,,,,,,,2017-08-31T18:09:52Z,NULL,,,,NULL,NULL,NULL,NULL
,69,candy76,Was denken Sie: Wie lässt sich Terror stoppen? (70),"Es wird immer Menschen geben, die andere in Angst und Schrecken versetzen wollen, aber ich glaube fest adran, dass der Großteil der Menschheit in Frieden leben möchte. Um den Terror zu stoppen, muss man die Ursache bekämpfen. Eine der Ursachen ist fehlende Bildung bzw. der Zugang zur Bildung. In den meisten Ländern gibt es keine kostenlose Bildung und viele arme Menschen können es sich nicht leisten, die Kinder zur Schule zu schicken. Bildung verhilft zur Selbstbestimmung und stärkt auch das Sebstbewusstsein, so dass die Leute nicht mehr so leicht beeinflusst werden können. Eine sinnvolle Aufgabe bzw. eine Arbeit, die den Lebensunterhalt sichert ist auch wichtig im Kampf gegen Radikalisierung, denn wer arbeitet hat gar keine Zeit, sich mit diesen Dingen zu beschäftigen. Und wer genug zu Essen hat, fällt nicht auf fadenscheinige Versprechen rein. Der Kampf gegen Korruption ist auch unabdinglich, denn wenn man kein Vertrauen hat in Sicherheitsorgane und der Regierung, weil diese nur an ihren persönlichen Vorteil denken, öffnet radikalen Gruppen die Tür. Die Ursachen werden nicht von heute auf morgen beseitigt werden können, denn was über Jahrzehnte und teilweise Jahrhunderte entstanden ist, geht nicht schnell zu reparieren. Ich denke da nur an Afrika, denn was auf dem Kontinent nicht funktioniert bzw. sich nicht entwickelt hat, kann man zum einen auf die Kolonialzeit zurückführen und zum anderen auf die Ausbeutung der Ressourcen durch große Konzerne, ohne dass die einzelnen Staaten davon profitieren. Und ganz wichtig im Kampf gegen Terrorismus ist der Zusammenhalt der Staatengemeinschaft und ein Handeln ohne die eigenen Vorteile in den Vordergrund zu stellen. Der Rest der Menschheit also die ""normalen"" Menschen sollten an Liebe, Mitgefühl, Toleranz und Resepekt in Umgang miteinander festhalten und dem Terror keine Plattform geben. In Angst zu leben, ist kein Leben. Hoffnung ist wichtig und der Glaube an das Gute im Menschen.",,,,,,,2017-09-07T21:57:12Z,NULL,,,,NULL,NULL,NULL,NULL
,52,rhoven,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Mit der Forderung, Online-Waffenkäufe zu unterbinden, bin ich nicht einverstanden, da auch die Rechte ehrlicher und gesetzeskonformer Bürger (Jäger, Sportschützen) dadurch stark beschränkt werden. Es ist nicht einzusehen, warum dies aufgrund der Gefährdung weniger Verwirrter und Krimineller geschehen soll.",,,,,,,2017-08-31T08:28:34Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,42,ayan,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Wegen Abschiebungen muss die Bundesregieren sehr eng mit den Herkunftsländern der Flüchtllinge kooperieren. Oft gibt es unglaubwürdige Gründe und die Flüchtlinge werden nicht abgeschoben.,,,,,,,2017-08-30T21:27:06Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,112,alterSchwede,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"einige Maßnahmen sind geeignet, andere gehen zu weit. Gar nicht in Frage kommen: Internetkommunikation entschlüsseln, Verstärkung der Videoüberwachung mit Gesichtserkennung wie seit kurzem in der erliner S-Bahn und Bundeswehreinsatz zum Zwecke der inneren Sicherheit. Dafür ist die Polizei da.",,,,,,,2017-09-03T07:35:34Z,NULL,,,,NULL,NULL,NULL,NULL
,51,Aileen,Was denken Sie: Wie lässt sich Terror stoppen? (70),"Den Terror stoppen? Dann müssten erstmal alle Hand in Hand arbeiten..aber jeder denkt nur an sich! Die Politiker.. jeder..will immer ganz oben stehen..letzten Endes ist Frau Merkel auch nur eine Marionette...die ein Gesicht für die Meinung darstellt. Die Fäden werden im Hintergrund gezogen! Wenn alle Hand im Hand arbeiten würden..für oder gegen etwas...dann wären wir schon viel weiter! Und solange Straftaten mit teils lächerlichen Urteilen abgetan werden, wird sich nix ändern. Wären die Strafen härter, hätten viele sicherlich mehr Angst vor Konsequenzen und würden nachdenken bevor sie handeln, Kaufen, das darknet nutzen..etc...",,,,,,,2017-09-02T08:37:09Z,2,"Wie wäre es denn, wenn wir, der Westen und Führung der ach so tollen USA, mal mit diesen unsäglichen Kriegen im Nahen Osten aufhören würden? Das ist schließlich die Ursache für diese ganze Entwicklung?",,,NULL,NULL,NULL,NULL
,61,kaffeetante88,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Das sind alles Punkte die ich wichtig finde, aber ich glaube nicht im geringsten daran, dass überhaupt etwas davon von Frau Merkel umgesetzt werden kann oder wird",,,,,,,2017-08-31T12:56:19Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,14,Winnetou,Welche Inhalte hat der 9-Punkte-Plan? (14),"Da sich jetzt alles um den Wahlkampf dreht, ist wohl für den 9-Punke-Plan erst mal Sendepause!",,,,,,,2017-09-06T11:24:08Z,NULL,,,,NULL,NULL,NULL,NULL
,10,anonym1,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Zu wenig Konkretes. Imme dasselbe Oberflächliche. Da kann man sich später gut rausreden.,,,,,,,2017-08-29T19:20:39Z,NULL,,,,NULL,NULL,-1|retort,"[""Annzlodi""]"
,106,johanna,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Geht in Ordnung,,,,,,,2017-09-02T11:43:02Z,NULL,,,,NULL,NULL,NULL,NULL
,2,Fracking,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),"Reine Absichtserklärungen, die schon seit Jahren immer wieder geäußert wurden, es hat sich aber nichts wirklich getan, selbst die Zusammenarbeit der Polizeibehörden innereuropäisch ist eine Katastrophe.",,,,,,,2017-08-29T09:42:08Z,NULL,,,,+1|retort,"[""anonym1"", ""MissAH"", ""lukash2"", ""Kirschrotersommer86"", ""Anthes"", ""garda"", ""Winnetou"", ""den27""]",NULL,NULL
,31,den27,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),"Mit Terroramschlägen habe ich selbst noch keine Erfahrung gemacht, allerdings spüre ich sehr wohl Ver#nderungen im Alltag. Durch diese Terroranschläge bin icvh persönlich doch vorsichtiger geworden und auch meinen Urlaub habe ich anders gestaltet als sonst. Reiseziele wurde innerhalb Deutschlands gewählt und das Oktoberfest und auch Cannstatter Wasn lasse ich links liegen.Auch wenn sich viele nicht abschrecken lassen, ein hätte.... und wäre..... möchte ich einfach nicht sagen müssen",,,,,,,2017-08-31T18:00:31Z,NULL,,,,NULL,NULL,NULL,NULL
,45,Aileen,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),"Angst vor Terror habe ich nicht persönlich..ich denke, Ich bin sicher wo ich lebe..ich habe eher Angst um meine Kids.. oder da ich viele Kilometer pro tag fahre .. eher Angst dass wieder irgendein hirnie die Kontrolle über sein Auto verliert..weil zu alt oder zu schnell!!",,,,,,,2017-09-02T08:39:58Z,NULL,,,,NULL,NULL,NULL,NULL
,24,lisa5953,Welche Punkte würden Sie ergänzen? (48),Das ist genau der richtige Weg .,,,,,,,2017-09-01T05:42:02Z,9,Ganz einfach: Aufeinander zugehen und Kompromissbereitschaft zeigen!,,,NULL,NULL,NULL,NULL
,40,Engel,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),"Glücklicherweise war ich bisher nicht direkt vom Terrorismus betroffen. Ich meide es jedoch seit vielen Jahren, große Menschenansammlungen aufzusuchen.",,,,,,,2017-09-01T15:09:17Z,NULL,,,,NULL,NULL,NULL,NULL
,12,Stefanie37,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Der 9 Punkteplan ist nicht wirklich ausreichend.,,,,,,,2017-08-30T18:26:03Z,NULL,,,,NULL,NULL,NULL,NULL
,30,Snoopy,Welche Punkte würden Sie ergänzen? (48),"Fachkräftemangel? Sie glauben nicht wirklich an dieses Ammenmärchen??? Hoffentlich glauben Sie nicht, dass wir 2,5 Mil. Arbeitslose haben. Falls doch, haben die Politiker ihr Ziel leider erreicht.",,,,,,,2017-09-01T21:35:36Z,10,"Die Integrationsbemühungen sind ausbaufähig. Ausländische Abschlüsse sollten hier anerkannt werden, um den schon jetzt existierenden Fachkräftemangel aufzufangen.",,,NULL,NULL,NULL,NULL
,47,hhoefle,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Es muss auch eine Änderung um Asylrecht geben. Wir sind eine interkulturelle Gesellschaft und sollten dies auch bleiben und leben, jedoch beínhaltet dies nicht die unbegrenzte Aufnahme im eigenen Land. Ich verstehe nicht ganz, warum ein Staat nicht seine Grenzen sichern darf und Menschen einreisen dürfen, die sich nicht ausweißen können. Überall auf der Welt wird man hier dann festgesetzt und des Landes verwiesen. Es muss doch auch möglich sein die Grenzen der EU wirksam zu sichern, oder eben alternativ die eigenen Landesgrenzen.",,,,,,,2017-08-31T08:18:15Z,NULL,,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,118,coco27,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Abschiebungen sind notwendig. Wir sind zwar immer noch ein soziales Land und uns geht es im Großen und Ganzen immer noch verdammt gut, was nicht heißt, dass wir jedem helfen können. Unser Land ist schon heruntergewirtschaftet. Es wird Zeit, dass Deutschland auch auf sich guckt, da gibt es Missstände genug. Helfen ist schön und gut und für eine kurzfristige Zeit auch für mich völlig in Ordnung, aber dann sollte auch wieder Ruhe und Normalität einkehren.",,,,,,,2017-09-03T13:47:50Z,NULL,,,,NULL,NULL,NULL,NULL
,115,samson,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ich frage mich warum diese Punkte nicht schon lange umgesetzt sind, es wird einfach immer wieder viel zu viel diskutiert.",,,,,,,2017-09-03T11:47:21Z,NULL,,,,NULL,NULL,NULL,NULL
,85,HenryDusch,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Gut das ist,,,,,,,2017-09-01T07:37:54Z,NULL,,,,NULL,NULL,NULL,NULL
,61,keksbaby,Was denken Sie: Wie lässt sich Terror stoppen? (70),"Ich glaube nicht, das dies geht. Ich wüssste auch nicht wie man dem Terror entgegen treten könnte.",,,,,,,2017-09-03T18:14:08Z,NULL,,,,NULL,NULL,NULL,NULL
,24,LottaG,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),"Guter Plan. Und doch ist es für niemanden einfach, dem Bösen zu begegnen.",,,,,,,2017-09-02T09:51:13Z,1,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll]",,,NULL,NULL,NULL,NULL
